domain,has_https,domain_age_years,ssl_valid,ssl_issuer,redirect_count,page_load_time_sec,server_location,server_response_code,ads_density_score,external_links_count,social_media_presence,contact_info_available,privacy_policy_exists,terms_of_service_exists,whois_privacy_enabled,domain_registrar,content_update_frequency,mobile_responsive,security_headers_score,tls_version,certificate_type,hosting_type,cdn_used,javascript_obfuscation_score,popups_present,malware_flag_score,domain_age_bucket
ox.ac.uk,False,160,False,none,1,1.1,UK,200,0.04,62,medium,True,True,True,False,Verisign,daily,True,88,TLS1.3,EV,enterprise,yes,4,no,0,legacy
wsj.com,True,65,True,Amazon,1,1.4,USA,200,0.11,56,medium,True,True,True,False,MarkMonitor,daily,True,96,TLS1.3,DV,cloud,no,6,no,0,established
zerohedge.com,True,10,False,Cloudflare,4,5.2,USA,200,0.99,194,none,False,False,False,False,Namecheap,daily,True,35,TLS1.2,none,cloud,no,70,yes,23,new
dailymail.co.uk,True,6,True,none,3,3.0,Offshore,200,0.9,129,low,False,False,False,True,GoDaddy,weekly,True,14,TLS1.3,DV,shared,no,27,yes,93,new
cdc.gov,True,184,True,Amazon,0,0.9,UK,200,0.27,69,high,True,True,True,False,GoDaddy,daily,True,89,TLS1.2,DV,cloud,yes,16,no,0,legacy
wsj.com,True,155,True,DigiCert,2,1.8,UK,200,0.15,15,high,True,True,True,True,Network Solutions,hourly,True,91,TLS1.3,OV,enterprise,no,6,no,0,legacy
stanford.edu,True,67,True,DigiCert,0,0.9,France,200,0.17,66,high,True,True,True,False,Verisign,hourly,True,86,TLS1.3,OV,enterprise,yes,13,no,0,established
cnn.com,True,96,True,DigiCert,1,1.7,Canada,200,0.02,49,medium,True,True,True,False,Network Solutions,weekly,True,87,TLS1.3,EV,enterprise,no,14,no,0,established
sputniknews.com,True,17,False,Let's Encrypt,4,5.9,USA,200,0.87,218,low,False,True,True,False,GoDaddy,daily,False,39,TLS1.3,DV,shared,yes,45,no,65,growing
theguardian.com,True,58,True,InCommon,1,1.6,USA,200,0.42,30,high,True,True,True,False,Network Solutions,hourly,True,99,TLS1.3,EV,enterprise,yes,17,no,0,established
thedailysheeple.com,False,31,False,none,0,6.8,Canada,200,0.89,74,medium,False,False,False,True,GoDaddy,daily,True,28,TLS1.2,DV,cloud,yes,75,no,0,established
thegatewaypundit.com,True,55,True,Let's Encrypt,0,3.8,Offshore,200,0.87,116,medium,False,False,False,True,Unknown,irregular,False,65,none,DV,cloud,no,71,no,4,established
conservativetribune.com,False,18,False,none,4,2.4,Offshore,200,0.91,204,medium,False,True,False,True,eNom,irregular,False,53,TLS1.2,DV,cloud,yes,93,no,20,growing
wsj.com,True,82,True,InCommon,1,1.6,Germany,200,0.21,32,high,True,True,True,False,CSC Corporate,daily,True,87,TLS1.3,OV,enterprise,yes,18,no,3,established
ft.com,True,21,True,Amazon,0,0.5,UK,200,0.07,18,high,True,True,True,True,Verisign,daily,True,84,TLS1.3,EV,enterprise,yes,1,no,0,growing
theguardian.com,True,91,True,DigiCert,2,1.6,USA,200,0.23,58,medium,True,True,True,False,MarkMonitor,hourly,False,91,TLS1.3,OV,enterprise,yes,10,no,0,established
berkeley.edu,True,7,True,DigiCert,0,1.4,France,200,0.36,62,high,True,True,True,False,Network Solutions,daily,True,97,TLS1.3,OV,cloud,yes,1,no,0,new
npr.org,True,72,True,Amazon,0,1.4,UK,200,0.21,46,high,True,True,True,False,MarkMonitor,daily,True,82,TLS1.3,OV,enterprise,yes,16,no,0,established
dailymail.co.uk,True,27,True,Cloudflare,2,5.1,USA,200,0.8,100,medium,False,False,True,True,Unknown,irregular,True,56,TLS1.1,none,shared,yes,35,no,69,established
zerohedge.com,True,1,False,none,3,4.5,Offshore,200,0.94,167,low,False,False,False,True,Namecheap,irregular,False,71,TLS1.0,DV,offshore,yes,80,yes,20,new
infowars.com,True,4,False,self-signed,3,8.4,USA,200,0.79,145,none,False,False,False,True,GoDaddy,weekly,False,10,TLS1.2,DV,cloud,no,55,yes,89,new
dailybuzzlive.com,True,11,True,Let's Encrypt,1,6.1,Canada,200,0.92,57,low,False,True,True,True,Unknown,weekly,True,20,none,self_signed,shared,no,64,yes,63,growing
thegatewaypundit.com,True,17,False,Let's Encrypt,2,5.8,Offshore,200,0.95,165,medium,False,False,False,True,Unknown,daily,True,21,TLS1.0,none,offshore,no,71,yes,24,growing
mit.edu,True,22,True,Amazon,1,1.4,Switzerland,200,0.3,64,medium,True,True,True,False,Network Solutions,daily,True,93,TLS1.3,OV,enterprise,yes,2,no,0,growing
mit.edu,True,83,True,InCommon,1,1.3,Canada,200,0.29,37,medium,True,True,True,False,MarkMonitor,daily,True,83,TLS1.3,OV,enterprise,yes,10,no,0,established
bbc.com,True,78,True,DigiCert,1,1.5,USA,200,0.26,29,high,True,True,True,False,Network Solutions,daily,True,83,TLS1.3,OV,cloud,yes,15,no,0,established
bloomberg.com,True,63,True,DigiCert,0,0.5,Switzerland,200,0.29,43,medium,True,True,True,False,MarkMonitor,hourly,True,99,TLS1.2,OV,enterprise,yes,11,no,0,established
occupydemocrats.com,False,3,False,none,1,2.2,USA,200,0.73,112,medium,False,False,False,True,GoDaddy,weekly,True,35,none,self_signed,offshore,no,90,no,41,new
thedailysheeple.com,True,23,False,self-signed,3,5.3,Offshore,200,0.87,42,none,False,False,True,True,GoDaddy,irregular,True,21,TLS1.2,DV,cloud,no,37,yes,74,growing
mercola.com,False,4,False,none,4,4.9,USA,200,0.8,45,none,False,False,False,True,GoDaddy,irregular,False,32,TLS1.3,self_signed,cloud,no,57,yes,24,new
bbc.com,True,62,True,Amazon,0,1.8,USA,200,0.09,68,high,True,True,True,False,CSC Corporate,hourly,True,85,TLS1.3,EV,enterprise,yes,12,no,0,established
harvard.edu,True,168,False,none,0,1.2,UK,200,0.37,60,high,True,True,True,False,Verisign,daily,True,93,TLS1.3,OV,cloud,yes,9,no,0,legacy
dailymail.co.uk,True,1,False,Cloudflare,1,7.0,Offshore,200,0.75,163,none,False,False,False,True,Unknown,irregular,False,23,TLS1.2,DV,shared,no,38,yes,10,new
reuters.com,True,35,True,GlobalSign,0,0.8,Germany,200,0.19,62,medium,False,True,True,False,Network Solutions,daily,True,89,TLS1.3,DV,enterprise,yes,3,no,0,established
bipartisanreport.com,True,12,True,Let's Encrypt,0,2.6,USA,200,0.92,197,none,False,False,False,True,GoDaddy,weekly,True,30,TLS1.0,none,cloud,no,21,yes,6,growing
fda.gov,True,87,True,Amazon,0,0.6,UK,200,0.07,45,medium,True,True,True,False,GoDaddy,hourly,True,82,TLS1.3,OV,cloud,yes,12,yes,0,established
cam.ac.uk,True,141,True,GlobalSign,2,1.4,USA,200,0.08,51,high,True,True,True,True,MarkMonitor,hourly,True,85,TLS1.2,DV,enterprise,yes,14,no,0,legacy
nature.com,True,82,True,DigiCert,0,2.1,USA,200,0.08,15,medium,True,True,True,False,Network Solutions,hourly,True,97,TLS1.3,OV,enterprise,yes,7,no,0,established
bbc.com.co,True,18,True,none,1,8.9,USA,200,0.81,177,medium,False,True,False,True,GoDaddy,irregular,True,52,TLS1.2,DV,cloud,yes,54,no,10,growing
mercola.com,False,16,False,none,3,9.1,Canada,200,0.45,108,medium,False,False,False,True,Unknown,daily,False,69,TLS1.2,OV,shared,yes,65,no,67,growing
who.int,True,73,True,DigiCert,1,1.7,USA,200,0.14,62,medium,True,True,True,False,MarkMonitor,daily,True,83,TLS1.3,EV,cloud,yes,1,no,0,established
bbc.com,True,101,True,DigiCert,0,0.7,Germany,200,0.09,63,high,True,True,True,False,CSC Corporate,weekly,True,89,TLS1.3,DV,cloud,yes,2,no,0,legacy
jstor.org,True,171,True,DigiCert,0,0.5,UK,200,0.12,32,medium,True,True,True,True,Network Solutions,hourly,True,88,TLS1.2,OV,enterprise,yes,6,no,0,legacy
newspunch.com,True,17,True,Let's Encrypt,3,3.2,Offshore,200,0.96,111,low,False,False,True,True,GoDaddy,daily,False,50,TLS1.2,OV,shared,no,89,no,75,growing
breitbart.com,True,11,True,Cloudflare,4,2.6,Canada,200,0.69,48,medium,False,True,True,True,GoDaddy,weekly,False,8,TLS1.3,DV,shared,no,76,yes,14,growing
globalresearch.ca,True,23,True,Cloudflare,3,5.7,Offshore,200,0.99,73,low,False,True,False,False,eNom,irregular,False,51,TLS1.2,DV,cloud,no,34,yes,89,growing
conservativetribune.com,True,6,True,Let's Encrypt,2,4.9,Offshore,200,0.92,188,medium,False,False,False,True,Namecheap,daily,False,23,none,self_signed,offshore,no,28,yes,0,new
zerohedge.com,True,10,True,none,4,5.6,Canada,200,0.84,44,low,False,True,True,True,Unknown,weekly,False,63,TLS1.2,self_signed,cloud,no,30,yes,96,new
cnn.com,True,51,True,DigiCert,0,1.5,Switzerland,200,0.02,44,high,True,True,True,False,CSC Corporate,daily,True,93,TLS1.3,EV,cloud,yes,5,no,0,established
bbc.com,True,162,True,DigiCert,1,1.0,UK,200,0.05,49,high,False,False,True,True,CSC Corporate,daily,True,91,TLS1.3,OV,enterprise,yes,3,no,0,legacy
conservativetribune.com,True,44,False,Cloudflare,1,4.8,Russia,200,0.77,51,low,True,False,False,True,GoDaddy,irregular,False,20,none,none,cloud,yes,87,yes,54,established
bbc.com,True,39,True,Let's Encrypt,0,1.3,UK,200,0.02,29,high,True,True,True,False,Verisign,daily,True,99,TLS1.3,OV,enterprise,yes,7,no,0,established
who.int,False,84,False,none,0,1.8,UK,200,0.03,24,high,True,True,True,False,GoDaddy,hourly,True,84,TLS1.3,EV,enterprise,yes,6,yes,0,established
naturalnews.com,True,3,True,Let's Encrypt,3,2.6,Canada,200,0.4,93,medium,True,False,False,True,Namecheap,daily,False,36,TLS1.1,DV,shared,no,31,no,17,new
nasa.gov,True,75,True,GlobalSign,1,0.5,Germany,200,0.1,69,high,True,True,True,False,MarkMonitor,daily,True,94,TLS1.3,OV,enterprise,no,3,no,0,established
thegatewaypundit.com,True,46,False,Let's Encrypt,2,4.2,USA,200,0.95,122,low,False,False,False,True,Namecheap,weekly,True,40,TLS1.1,DV,shared,no,56,no,14,established
conservativetribune.com,True,15,False,none,2,4.9,Offshore,200,0.47,201,low,False,False,False,True,eNom,daily,True,20,TLS1.1,DV,shared,yes,71,no,6,growing
fda.gov,True,175,True,GlobalSign,1,1.8,USA,200,0.35,24,medium,True,True,True,True,Network Solutions,daily,True,86,TLS1.3,OV,enterprise,yes,4,no,0,legacy
bbc.com.co,True,57,False,Cloudflare,3,5.3,USA,200,0.43,203,low,True,True,False,True,GoDaddy,daily,True,41,TLS1.2,self_signed,shared,no,69,yes,53,established
bloomberg.com,True,181,True,DigiCert,0,1.9,Canada,200,0.03,27,high,True,True,True,False,Network Solutions,daily,True,94,TLS1.3,EV,enterprise,yes,11,no,0,legacy
jstor.org,True,86,True,GlobalSign,0,1.5,UK,200,0.3,50,high,True,True,True,False,CSC Corporate,daily,True,82,TLS1.2,OV,cloud,no,8,no,0,established
economist.com,True,100,True,Amazon,0,1.3,Canada,200,0.02,64,medium,True,True,True,False,Network Solutions,weekly,True,96,TLS1.3,OV,cloud,yes,4,no,0,established
activistpost.com,True,4,True,GeoTrust,1,3.1,UK,200,0.93,171,low,False,True,False,True,GoDaddy,daily,False,79,none,DV,cloud,no,45,yes,0,new
occupydemocrats.com,True,30,False,Let's Encrypt,2,4.1,Offshore,200,0.86,145,low,False,False,False,True,Unknown,irregular,False,15,TLS1.2,DV,cloud,no,64,yes,24,established
jstor.org,True,92,True,Let's Encrypt,0,0.9,Germany,200,0.45,27,high,True,True,True,False,MarkMonitor,hourly,True,87,TLS1.2,OV,cloud,yes,1,no,0,established
wikipedia.org,True,159,True,GlobalSign,0,0.6,Canada,200,0.25,69,medium,True,True,True,False,GoDaddy,daily,True,84,TLS1.2,OV,enterprise,yes,12,no,0,legacy
globalresearch.ca,True,5,True,self-signed,2,6.1,Canada,200,0.74,206,medium,False,True,False,False,GoDaddy,irregular,True,11,TLS1.2,self_signed,shared,yes,73,no,36,new
who.int,True,38,True,DigiCert,1,1.2,UK,200,0.47,38,high,True,True,True,False,CSC Corporate,hourly,True,96,TLS1.3,OV,cloud,yes,16,no,0,established
nature.com,True,99,True,InCommon,0,1.1,France,200,0.09,67,medium,True,True,True,False,Network Solutions,daily,True,87,TLS1.3,EV,enterprise,no,5,no,0,established
conservativetribune.com,True,8,False,self-signed,1,5.7,UK,200,0.63,109,medium,True,True,False,True,Namecheap,irregular,True,24,TLS1.2,self_signed,cloud,no,50,yes,0,new
nasa.gov,True,187,True,DigiCert,0,2.2,UK,200,0.23,45,high,True,True,True,False,CSC Corporate,hourly,True,98,TLS1.3,OV,cloud,yes,15,no,0,legacy
yournewswire.com,True,18,True,none,2,2.7,Russia,200,0.5,151,medium,False,False,True,True,Namecheap,irregular,False,58,TLS1.2,DV,shared,no,21,no,28,growing
naturalnews.com,True,56,True,Let's Encrypt,2,2.1,Offshore,200,0.5,112,medium,False,True,False,True,GoDaddy,weekly,True,62,TLS1.2,DV,offshore,yes,94,no,23,established
infowars.com,True,13,False,Let's Encrypt,5,4.6,USA,200,0.87,132,medium,False,False,False,True,GoDaddy,daily,True,47,none,DV,offshore,no,71,yes,36,growing
dailywire.com,False,6,False,none,1,3.7,Canada,200,0.75,93,low,True,False,False,False,Namecheap,daily,False,14,TLS1.2,OV,shared,no,64,yes,15,new
neonnettle.com,True,6,True,Let's Encrypt,1,5.4,USA,200,0.44,106,low,True,True,False,True,Unknown,weekly,True,23,TLS1.2,none,shared,no,68,yes,17,new
globalresearch.ca,True,27,True,Cloudflare,2,7.6,Canada,200,0.53,80,none,False,False,False,False,Namecheap,irregular,False,20,TLS1.1,self_signed,cloud,no,37,yes,84,established
nih.gov,True,131,True,GlobalSign,2,1.7,UK,200,0.04,64,high,True,True,True,True,Network Solutions,hourly,True,98,TLS1.3,OV,enterprise,yes,11,no,0,legacy
jstor.org,True,127,True,Amazon,1,0.9,Switzerland,200,0.02,52,high,True,True,True,False,CSC Corporate,hourly,True,85,TLS1.3,OV,cloud,no,9,no,0,legacy
thedailysheeple.com,True,8,False,Let's Encrypt,1,5.3,UK,200,0.99,106,none,False,False,True,True,Namecheap,irregular,False,69,TLS1.2,self_signed,shared,no,32,no,93,new
naturalnews.com,True,16,False,Let's Encrypt,1,4.8,USA,200,0.81,139,medium,False,False,False,True,GoDaddy,irregular,True,41,TLS1.3,DV,cloud,no,78,yes,93,growing
stanford.edu,True,36,True,InCommon,0,1.1,UK,200,0.07,68,high,True,True,True,False,Network Solutions,weekly,True,84,TLS1.3,OV,enterprise,yes,12,no,0,established
harvard.edu,True,161,True,GlobalSign,1,1.5,USA,200,0.2,62,high,True,True,True,False,Verisign,daily,True,88,TLS1.3,EV,enterprise,yes,14,no,0,legacy
bbc.com,True,41,True,DigiCert,0,1.5,France,200,0.25,28,high,True,True,True,False,CSC Corporate,hourly,True,93,TLS1.2,EV,enterprise,yes,9,no,0,established
cam.ac.uk,True,80,True,Amazon,1,1.6,France,200,0.11,17,high,True,True,True,False,MarkMonitor,hourly,True,92,TLS1.2,OV,enterprise,yes,18,no,0,established
neonnettle.com,True,8,True,none,0,2.3,Canada,200,0.67,144,low,True,True,False,True,Namecheap,daily,True,8,TLS1.2,DV,cloud,no,57,yes,7,new
sciencemag.org,True,129,True,GlobalSign,0,1.2,UK,200,0.13,53,medium,True,True,True,False,MarkMonitor,hourly,True,85,TLS1.2,EV,enterprise,yes,1,no,0,legacy
bipartisanreport.com,True,5,True,GeoTrust,2,5.2,USA,200,0.61,106,low,False,False,False,True,GoDaddy,irregular,False,68,TLS1.3,DV,cloud,yes,57,yes,0,new
rt.com,True,2,False,self-signed,1,3.9,UK,200,0.91,143,low,True,False,True,True,GoDaddy,weekly,True,10,TLS1.0,DV,shared,yes,81,no,28,new
bbc.com,True,17,True,GlobalSign,0,1.1,France,200,0.08,43,medium,True,True,True,False,Verisign,hourly,True,91,TLS1.3,OV,cloud,yes,16,no,0,growing
stanford.edu,True,145,True,GlobalSign,0,1.5,USA,200,0.17,17,high,True,True,True,False,Network Solutions,daily,True,86,TLS1.3,DV,enterprise,yes,5,no,0,legacy
yournewswire.com,False,22,False,none,1,4.6,Offshore,200,0.96,111,medium,True,True,True,True,GoDaddy,daily,True,22,TLS1.2,OV,cloud,no,65,yes,90,growing
apnews.com,True,171,True,DigiCert,0,0.7,Canada,200,0.03,32,high,True,True,True,False,CSC Corporate,hourly,False,85,TLS1.2,OV,enterprise,yes,2,no,0,legacy
npr.org,True,48,True,InCommon,1,0.8,USA,200,0.02,66,high,True,True,True,False,Verisign,weekly,True,82,TLS1.3,EV,cloud,yes,15,no,0,established
nypost.com,True,1,True,self-signed,0,1.5,USA,200,0.89,63,medium,False,False,False,True,Namecheap,daily,True,18,TLS1.2,DV,offshore,no,65,no,51,new
washingtonpost.com,True,48,True,InCommon,1,0.5,USA,200,0.13,18,high,True,True,True,False,GoDaddy,weekly,True,96,TLS1.3,EV,cloud,yes,3,no,0,established
thegatewaypundit.com,True,18,False,none,1,1.6,Russia,200,0.97,99,medium,False,False,False,True,GoDaddy,irregular,False,51,TLS1.2,none,offshore,no,34,yes,52,growing
naturalnews.com,True,39,True,Let's Encrypt,0,3.6,Canada,200,0.98,146,none,False,True,False,True,Namecheap,weekly,True,75,TLS1.2,DV,cloud,no,66,yes,56,established
harvard.edu,False,81,False,none,1,1.3,France,200,0.05,47,medium,True,True,True,False,MarkMonitor,daily,True,95,TLS1.3,EV,enterprise,yes,5,yes,0,established
berkeley.edu,True,189,True,DigiCert,1,1.2,USA,200,0.32,21,high,True,True,True,False,Network Solutions,hourly,True,88,TLS1.3,EV,enterprise,yes,10,no,0,legacy
activistpost.com,True,11,False,Let's Encrypt,0,6.0,USA,200,0.56,148,none,True,True,True,True,GoDaddy,weekly,True,16,none,self_signed,shared,no,87,no,70,growing
cnn.com,True,13,True,InCommon,0,0.6,UK,200,0.16,15,medium,True,True,True,False,CSC Corporate,daily,True,92,TLS1.3,EV,enterprise,no,5,no,0,growing
occupydemocrats.com,True,38,False,none,1,1.5,Russia,200,0.26,195,low,False,True,False,False,Namecheap,irregular,True,15,TLS1.2,none,offshore,no,85,yes,0,established
who.int,True,88,True,InCommon,1,1.7,USA,200,0.1,23,high,False,True,True,False,CSC Corporate,daily,True,98,TLS1.3,OV,enterprise,yes,18,no,0,established
bloomberg.com,True,171,True,Let's Encrypt,1,0.8,USA,200,0.02,46,high,True,True,True,False,CSC Corporate,daily,True,83,TLS1.3,EV,cloud,yes,7,yes,0,legacy
mayo.edu,True,178,True,DigiCert,0,1.4,Germany,200,0.2,53,high,True,True,True,True,MarkMonitor,weekly,True,91,TLS1.3,OV,cloud,yes,7,no,0,legacy
who.int,True,133,True,DigiCert,0,0.9,France,200,0.03,43,high,False,True,True,False,MarkMonitor,daily,True,90,TLS1.3,OV,enterprise,yes,8,no,0,legacy
dailybuzzlive.com,True,6,False,Cloudflare,2,5.7,Offshore,200,0.69,126,medium,False,False,False,True,eNom,weekly,False,34,TLS1.1,none,shared,no,24,yes,34,new
globalresearch.ca,True,17,True,Cloudflare,1,4.4,UK,200,0.41,161,medium,False,True,True,False,Namecheap,weekly,False,45,TLS1.1,DV,shared,no,54,no,83,growing
bipartisanreport.com,True,8,True,Cloudflare,3,3.4,USA,200,0.91,121,low,True,True,False,True,GoDaddy,weekly,True,35,TLS1.3,DV,cloud,no,50,yes,4,new
abcnews.com.co,True,21,True,self-signed,3,1.5,Offshore,200,0.74,62,none,False,False,False,True,Namecheap,irregular,False,57,TLS1.3,DV,cloud,yes,89,yes,22,growing
conservativetribune.com,True,17,True,Cloudflare,2,10.0,Offshore,200,0.62,86,medium,False,False,True,True,GoDaddy,irregular,True,20,TLS1.2,self_signed,offshore,no,95,yes,3,growing
dailywire.com,True,7,True,Cloudflare,0,2.9,Canada,200,0.39,68,none,False,False,False,True,Namecheap,daily,False,72,TLS1.0,DV,cloud,no,67,yes,32,new
wsj.com,True,189,True,GlobalSign,0,0.5,Germany,200,0.38,38,medium,True,True,True,False,Verisign,weekly,True,86,TLS1.3,OV,cloud,yes,6,no,0,legacy
theguardian.com,True,32,True,Let's Encrypt,0,1.2,USA,200,0.07,59,medium,True,True,True,False,MarkMonitor,hourly,True,99,TLS1.3,EV,enterprise,yes,17,no,0,established
zerohedge.com,True,3,False,none,3,5.6,Offshore,200,0.25,192,low,True,True,True,True,Namecheap,irregular,False,36,TLS1.3,DV,cloud,no,32,no,65,new
thedailysheeple.com,True,17,True,Let's Encrypt,3,1.5,USA,200,0.87,58,medium,True,True,True,True,Namecheap,daily,True,8,TLS1.3,DV,cloud,no,56,no,34,growing
apnews.com,True,73,True,GlobalSign,0,0.6,USA,200,0.05,35,high,True,True,True,False,MarkMonitor,weekly,True,94,TLS1.3,OV,enterprise,yes,6,no,0,established
yournewswire.com,True,52,True,none,3,3.6,Offshore,200,0.97,167,low,False,False,False,True,Namecheap,irregular,True,65,TLS1.3,DV,shared,no,21,yes,84,established
sputniknews.com,False,12,False,none,1,2.0,USA,200,0.89,178,none,False,True,False,True,GoDaddy,irregular,True,29,TLS1.2,DV,cloud,yes,21,yes,48,growing
bipartisanreport.com,True,23,False,Let's Encrypt,0,3.3,USA,200,0.53,171,low,False,False,False,False,eNom,irregular,False,28,TLS1.2,DV,offshore,no,35,yes,28,growing
rt.com,True,5,True,Let's Encrypt,3,5.7,Russia,200,0.66,137,medium,True,False,False,True,Unknown,irregular,True,48,TLS1.2,none,offshore,yes,54,yes,55,new
nypost.com,False,49,False,none,5,2.8,UK,200,0.91,47,medium,False,False,False,True,Namecheap,daily,False,71,TLS1.3,none,shared,no,76,yes,84,established
naturalnews.com,True,12,False,Let's Encrypt,2,1.5,USA,200,0.53,215,low,False,False,False,True,GoDaddy,weekly,False,47,none,DV,offshore,yes,30,yes,0,growing
cdc.gov,True,11,True,InCommon,0,0.6,Germany,200,0.09,61,high,True,True,True,True,Verisign,weekly,True,97,TLS1.3,DV,cloud,yes,17,no,0,growing
nih.gov,True,113,True,DigiCert,1,1.9,Switzerland,200,0.29,20,medium,True,True,True,False,MarkMonitor,hourly,True,98,TLS1.2,OV,enterprise,yes,11,no,0,legacy
ox.ac.uk,True,51,True,DigiCert,0,1.5,USA,200,0.22,50,medium,True,True,True,False,CSC Corporate,daily,True,87,TLS1.3,DV,enterprise,yes,14,no,0,established
nature.com,True,156,True,DigiCert,1,0.9,USA,200,0.35,41,medium,True,True,True,False,Verisign,daily,True,86,TLS1.2,OV,enterprise,yes,11,no,1,legacy
thedailysheeple.com,True,17,False,Let's Encrypt,1,5.6,USA,200,0.76,101,low,False,True,False,True,GoDaddy,weekly,True,57,TLS1.2,none,shared,no,63,yes,59,growing
npr.org,True,37,True,DigiCert,0,1.3,USA,200,0.04,50,high,True,False,True,False,GoDaddy,hourly,True,95,TLS1.3,EV,enterprise,yes,3,no,0,established
stanford.edu,True,102,True,GlobalSign,0,0.7,UK,200,0.02,63,high,True,True,True,True,MarkMonitor,daily,True,96,TLS1.3,OV,cloud,yes,10,no,0,legacy
mit.edu,True,70,True,Amazon,0,0.8,Germany,200,0.15,53,high,True,True,True,False,GoDaddy,daily,True,94,TLS1.2,OV,cloud,yes,13,no,0,established
neonnettle.com,True,22,True,Let's Encrypt,1,5.5,USA,200,0.88,185,none,False,False,False,True,Namecheap,irregular,True,12,TLS1.1,DV,shared,yes,83,yes,78,growing
activistpost.com,True,6,True,Cloudflare,4,7.7,USA,200,0.59,150,low,False,True,False,True,Unknown,daily,False,19,none,none,shared,no,28,no,0,new
nytimes.com,True,95,True,DigiCert,1,0.5,USA,200,0.1,61,high,True,True,True,False,CSC Corporate,hourly,True,99,TLS1.3,EV,enterprise,yes,15,no,0,established
newspunch.com,True,6,True,none,0,2.5,Offshore,200,0.64,96,medium,True,True,True,True,Unknown,irregular,False,46,TLS1.2,self_signed,shared,no,86,yes,90,new
rt.com,True,7,True,Let's Encrypt,2,3.6,Offshore,200,0.76,201,low,True,False,False,True,eNom,weekly,True,21,TLS1.3,self_signed,shared,no,70,yes,6,new
bipartisanreport.com,True,21,True,Let's Encrypt,3,2.5,UK,200,0.86,84,medium,False,False,False,True,GoDaddy,weekly,False,27,TLS1.2,DV,shared,yes,57,yes,7,growing
abcnews.com.co,True,22,False,Cloudflare,0,5.3,UK,200,0.85,128,low,False,False,True,True,Namecheap,daily,False,11,TLS1.2,DV,shared,no,23,no,11,growing
nytimes.com,True,37,True,Amazon,0,1.7,Switzerland,200,0.02,16,high,True,True,True,False,MarkMonitor,hourly,True,94,TLS1.3,OV,enterprise,yes,8,no,0,established
zerohedge.com,True,54,True,Let's Encrypt,4,2.6,Russia,200,0.85,135,medium,False,False,False,True,GoDaddy,daily,False,72,TLS1.0,OV,shared,yes,29,no,0,established
naturalnews.com,True,11,False,none,2,2.7,Offshore,200,0.43,198,none,False,True,True,True,Namecheap,daily,False,15,TLS1.2,self_signed,shared,no,81,yes,0,growing
breitbart.com,True,14,True,self-signed,3,3.8,Offshore,200,0.99,182,medium,False,True,False,True,Namecheap,irregular,True,11,TLS1.2,none,cloud,yes,72,no,0,growing
mayo.edu,True,51,True,InCommon,0,1.3,USA,200,0.32,44,high,True,True,True,False,MarkMonitor,weekly,True,85,TLS1.2,EV,enterprise,yes,4,no,0,established
occupydemocrats.com,False,13,False,none,4,2.0,Offshore,200,0.55,196,low,False,True,False,True,GoDaddy,daily,True,31,TLS1.3,DV,offshore,yes,60,yes,83,growing
stanford.edu,True,13,True,DigiCert,0,1.2,Germany,200,0.43,39,high,True,True,True,False,CSC Corporate,daily,True,92,TLS1.3,EV,enterprise,yes,8,no,0,growing
npr.org,True,189,True,DigiCert,0,1.7,France,200,0.02,39,high,True,True,True,True,Network Solutions,daily,True,86,TLS1.2,OV,enterprise,yes,6,no,0,legacy
thegatewaypundit.com,True,10,False,self-signed,5,1.9,Canada,200,0.87,81,low,False,True,True,False,GoDaddy,irregular,False,13,TLS1.3,DV,shared,no,80,yes,38,new
economist.com,True,66,True,GlobalSign,0,0.7,USA,200,0.29,53,medium,True,True,True,False,Network Solutions,weekly,True,89,TLS1.3,DV,enterprise,yes,16,no,0,established
bbc.com.co,True,30,True,Let's Encrypt,4,6.3,USA,200,0.86,174,medium,False,True,False,True,Unknown,daily,False,65,TLS1.2,DV,shared,no,74,yes,56,established
nature.com,True,145,True,DigiCert,0,0.8,Switzerland,200,0.33,40,high,True,True,True,True,MarkMonitor,daily,True,90,TLS1.3,OV,cloud,yes,10,no,1,legacy
davidwolfe.com,True,5,True,GeoTrust,0,8.7,Offshore,200,0.73,81,none,False,False,False,True,Unknown,irregular,True,33,TLS1.2,DV,cloud,yes,83,yes,60,new
jstor.org,True,89,True,DigiCert,0,0.6,UK,200,0.22,25,high,True,True,True,False,Network Solutions,daily,True,93,TLS1.3,OV,enterprise,yes,16,no,0,established
bipartisanreport.com,True,8,True,Cloudflare,1,6.8,Offshore,200,0.75,185,low,True,True,False,True,eNom,weekly,False,15,TLS1.2,none,shared,yes,67,yes,12,new
wakingtimes.com,True,18,False,Let's Encrypt,4,5.8,USA,200,0.9,201,low,True,True,False,True,eNom,daily,True,50,TLS1.0,DV,cloud,no,78,yes,70,growing
bbc.com.co,True,5,True,none,4,3.9,Offshore,200,0.89,149,medium,True,False,False,False,eNom,daily,True,17,TLS1.1,self_signed,cloud,yes,92,yes,0,new
conservativetribune.com,False,12,False,none,0,5.2,USA,200,0.91,60,low,True,False,False,True,GoDaddy,daily,False,48,none,none,shared,no,66,yes,15,growing
fda.gov,True,194,True,GlobalSign,0,1.9,Germany,200,0.24,18,high,True,True,True,False,GoDaddy,daily,True,89,TLS1.2,OV,enterprise,yes,4,no,0,legacy
